overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,monthly active editors,monthly active administrators,majority mobile editors,monthly new active editors,second month new editor retention,monthly nonbot edits,bot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,monthly structured discussions messages,content pages,cumulative content edits,edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
449,37920.5833,0.6145,66843.0833,0.5454,0.0000,12298.5676,3.0833,0.8333,0.7500,0.0870,0.0833,0.0000,195.1667,0.0000,0.0282,0.0030,0.0453,0.0256,0.9206,0.0000,228,18497,81.1272,left-to-right,tlwikibooks,wikibooks,tl,Tagalog,tl.wikibooks.org,Tagalog Wikibooks
450,11806.1667,0.1894,37308.0833,0.1262,0.0000,1264.9464,9.3333,2.6667,1.5000,0.0135,0.7500,0.0500,79.0833,0.0000,0.0084,0.0021,0.0527,0.0358,0.7033,0.0000,1885,10632,5.6403,left-to-right,ukwikinews,wikinews,uk,Ukrainian,uk.wikinews.org,Ukrainian Wikinews
451,62353.6667,0.7097,220996.5000,0.4185,0.0000,20784.5556,3.0000,0.5000,0.4167,0.0357,0.0000,0.0000,28.6667,0.0000,0.2645,0.0465,0.5465,0.0814,0.8005,0.0000,10047,90390,8.9967,left-to-right,sqwiktionary,wiktionary,sq,Albanian,sq.wiktionary.org,Albanian Wiktionary
452,28686.6667,0.3142,102220.8333,0.1997,0.0000,4303.0000,6.6667,1.0833,1.1667,0.0263,0.0000,0.0000,346.9167,0.0000,0.0031,0.0005,0.0156,0.0084,0.9534,0.0000,33121,87915,2.6544,left-to-right,iswiktionary,wiktionary,is,Icelandic,is.wiktionary.org,Icelandic Wiktionary
453,19178.5833,0.4347,41901.5000,0.3687,0.0000,1055.7018,18.1667,1.5833,3.1667,0.1560,0.2500,0.0000,139.5833,0.0024,0.0310,0.0269,0.0800,0.1260,0.8248,0.0000,298,33538,112.5436,left-to-right,viwikiquote,wikiquote,vi,Vietnamese,vi.wikiquote.org,Vietnamese Wikiquote
454,19149.1667,0.1814,67625.3333,0.1094,0.0013,2127.6852,9.0000,1.5833,1.2500,0.0656,0.0000,0.0000,1112.0000,0.0010,0.0012,0.0002,0.0096,0.0089,0.9747,0.0000,18985,153370,8.0785,left-to-right,nvwiki,wikipedia,nv,Navajo,nv.wikipedia.org,Navajo Wikipedia
455,22658.8333,0.4960,86586.5833,0.4007,0.0055,1999.3088,11.3333,1.3333,1.5000,0.1818,0.4167,0.0000,66.6667,0.1462,0.2175,0.1650,0.2475,0.0437,0.7825,0.0000,1224,9615,7.8554,left-to-right,xhwiki,wikipedia,xh,Xhosa,xh.wikipedia.org,Xhosa Wikipedia
456,32668.9167,0.2710,127813.6667,0.1231,0.0003,4307.9890,7.5833,0.9167,1.0833,0.1250,0.1667,0.0000,87.5833,0.1040,0.1227,0.0266,0.5842,0.0752,0.8622,0.0000,2573,30554,11.8749,left-to-right,pagwiki,wikipedia,pag,Pangasinan,pag.wikipedia.org,Pangasinan Wikipedia
457,21982.0000,0.4169,58845.2500,0.2469,0.0000,3256.5926,6.7500,1.3333,0.2500,0.0784,0.0833,0.0000,46.0833,0.0000,0.0362,0.0054,0.1103,0.0199,0.7856,0.0000,2104,17089,8.1221,left-to-right,hrwikiquote,wikiquote,hr,Croatian,hr.wikiquote.org,Croatian Wikiquote
458,50059.2500,0.8497,151686.7500,0.8132,0.0000,7151.3214,7.0000,0.5833,0.4167,0.2459,0.2500,0.3333,56.4167,0.0073,0.5997,0.1123,0.4461,0.0310,0.7981,0.0000,106402,611185,5.7441,left-to-right,tewiktionary,wiktionary,te,Telugu,te.wiktionary.org,Telugu Wiktionary
459,26935.1667,0.6654,64084.9167,0.6174,0.0000,6596.3673,4.0833,1.0833,0.3333,0.1481,0.1667,0.0000,34.0833,0.0000,0.0489,0.0147,0.0562,0.0171,0.7713,0.0000,166,15837,95.4036,left-to-right,kawikiquote,wikiquote,ka,Georgian,ka.wikiquote.org,Georgian Wikiquote
460,24378.0000,0.1702,217567.2500,0.0446,0.0002,2521.8621,9.6667,1.1667,1.1667,0.1029,0.0833,0.0000,101.1667,0.2398,0.0297,0.0206,0.2364,0.0148,0.8932,0.0000,9306,38524,4.1397,left-to-right,roa_tarawiki,wikipedia,roa-tara,Tarantino,roa-tara.wikipedia.org,Tarandíne Wikipedia
461,11999.3333,0.1093,119570.7500,0.0483,0.0000,1636.2727,7.3333,2.3333,0.5000,0.0244,0.1667,0.0000,1277.6667,0.0004,0.0007,0.0000,0.2011,0.0037,0.9575,0.0000,46612,228418,4.9004,left-to-right,brwiktionary,wiktionary,br,Breton,br.wiktionary.org,Breton Wiktionary
462,15959.8333,0.3862,38142.0833,0.2801,0.0000,1146.8144,13.9167,1.7500,1.0833,0.1121,0.4167,0.0000,92.0000,0.0090,0.1404,0.0118,0.1504,0.1676,0.7928,0.0000,1079,12186,11.2938,left-to-right,kowikiquote,wikiquote,ko,Korean,ko.wikiquote.org,Korean Wikiquote
463,30445.3333,0.1334,129313.3333,0.0992,0.0016,2007.3846,15.1667,0.9167,1.0000,0.0894,0.0833,1.0000,66.6667,0.1111,0.0900,0.0488,0.1263,0.0700,0.7439,0.0000,15514,31077,2.0032,left-to-right,cdowiki,wikipedia,cdo,Min Dong Chinese,cdo.wikipedia.org,Min Dong Chinese Wikipedia
464,27782.9167,0.1030,168689.7500,0.0522,0.0005,3300.9406,8.4167,1.0000,1.2500,0.1061,0.1667,0.0000,111.6667,0.0415,0.0642,0.3343,0.2157,0.0104,0.8918,0.0000,4735,29597,6.2507,left-to-right,nrmwiki,wikipedia,nrm,Norman,nrm.wikipedia.org,Nouormand Wikipedia
465,19450.1667,0.3659,34951.7500,0.3131,0.0000,4322.2593,4.5000,1.4167,0.4167,0.0000,0.1667,1.0000,75.2500,0.0000,0.0044,0.0111,0.0377,0.0343,0.8659,0.0000,265,16089,60.7132,left-to-right,ltwikibooks,wikibooks,lt,Lithuanian,lt.wikibooks.org,Lithuanian Wikibooks
466,12959.0833,0.2269,57827.2500,0.1487,0.0065,1143.4485,11.3333,2.0833,1.1667,0.0460,0.2500,0.0000,173.2500,0.0170,0.2290,0.0553,0.2920,0.0404,0.8888,0.0000,1006,16933,16.8320,left-to-right,cuwiki,wikipedia,cu,Church Slavic,cu.wikipedia.org,Church Slavic Wikipedia
467,13194.8333,0.1666,52163.8333,0.1092,0.0033,1364.9828,9.6667,2.0000,1.2500,0.0889,0.7500,0.0000,90.5000,0.0269,0.0709,0.0147,0.4613,0.1271,0.7963,0.0000,591,8560,14.4839,left-to-right,iuwiki,wikipedia,iu,Inuktitut,iu.wikipedia.org,Inuktitut Wikipedia
468,24002.9167,0.0866,123343.5833,0.0417,0.0003,2796.4563,8.5833,1.0833,1.0833,0.0758,0.2500,1.0000,85.5000,0.3763,0.1189,0.0244,0.1793,0.0263,0.8535,0.0000,1523,20575,13.5095,left-to-right,novwiki,wikipedia,nov,Novial,nov.wikipedia.org,Novial Wikipedia
469,11259.8333,0.2514,44636.8333,0.1252,0.0022,1251.0926,9.0000,2.2500,0.7500,0.0758,0.6667,0.0000,371.3333,0.0234,0.0168,0.2246,0.0218,0.0099,0.9253,0.0000,14805,23572,1.5922,left-to-right,bugwiki,wikipedia,bug,Buginese,bug.wikipedia.org,Buginese Wikipedia
470,12642.5833,0.1887,29974.3333,0.1696,0.0000,1827.8434,6.9167,2.0000,1.4167,0.0000,0.0833,0.0000,121.5833,0.0000,0.0014,0.0000,0.0857,0.0069,0.9173,0.0000,1319,24522,18.5914,left-to-right,dawikibooks,wikibooks,da,Danish,da.wikibooks.org,Danish Wikibooks
471,25240.9167,0.5885,62025.5833,0.5088,0.0000,3883.2179,6.5000,1.0000,0.5000,0.0204,0.1667,0.0000,58.6667,0.0028,0.1307,0.0028,0.2642,0.1335,0.7218,0.0000,2248,10399,4.6259,left-to-right,bgwikisource,wikisource,bg,Bulgarian,bg.wikisource.org,Bulgarian Wikisource
472,20166.6667,0.7461,45639.0000,0.6064,0.0000,3558.8235,5.6667,1.2500,0.4167,0.0833,0.0000,0.0000,107.8333,0.0000,0.0201,0.0085,0.0927,0.0100,0.8642,0.0000,967,26156,27.0486,left-to-right,tawikiquote,wikiquote,ta,Tamil,ta.wikiquote.org,Tamil Wikiquote
473,23119.5000,0.1084,87144.8333,0.0642,0.0003,2455.1681,9.4167,1.0833,2.3333,0.0952,0.3333,0.0000,72.4167,0.0534,0.0794,0.0598,0.3705,0.0449,0.8015,0.0000,1029,10543,10.2459,left-to-right,smwiki,wikipedia,sm,Samoan,sm.wikipedia.org,Samoan Wikipedia
474,28329.0833,0.2874,107343.4167,0.2020,0.0005,3578.4105,7.9167,0.8333,0.5833,0.1148,0.2500,0.0000,55.9167,0.4509,0.1908,0.0313,0.2817,0.0358,0.7684,0.0000,1491,12867,8.6298,left-to-right,tetwiki,wikipedia,tet,Tetum,tet.wikipedia.org,Tetum Wikipedia
475,23308.5000,0.0855,74983.8333,0.0590,0.0006,3585.9231,6.5000,1.0000,1.3333,0.0185,0.3333,0.0000,81.5833,0.0061,0.0123,0.0409,0.0797,0.0266,0.8715,0.0000,1251,9292,7.4277,left-to-right,fjwiki,wikipedia,fj,Fijian,fj.wikipedia.org,Fijian Wikipedia
476,30354.9167,0.2104,101684.5000,0.1163,0.0021,3010.4050,10.0833,0.7500,1.7500,0.0928,0.1667,0.0000,49.8333,0.1114,0.0769,0.0753,0.2391,0.0485,0.7408,0.0000,1930,20660,10.7047,left-to-right,pdcwiki,wikipedia,pdc,Pennsylvania German,pdc.wikipedia.org,Pennsylvania German Wikipedia
477,12356.1667,0.3386,54072.6667,0.1688,0.0013,1246.0000,9.9167,1.8333,1.0000,0.0676,0.2500,0.0000,90.1667,0.0567,0.0906,0.0333,0.1007,0.0342,0.8291,0.0000,1272,91101,71.6203,left-to-right,roa_rupwiki,wikipedia,roa-rup,Aromanian,roa-rup.wikipedia.org,Aromanian Wikipedia
478,8451.6667,0.1082,37001.7500,0.1186,0.0000,922.0000,9.1667,2.6667,0.5833,0.0469,0.2500,0.0000,1057.6667,0.0096,0.0828,0.0000,0.0009,0.0069,0.9621,0.0000,5165,41590,8.0523,left-to-right,eowikisource,wikisource,eo,Esperanto,eo.wikisource.org,Esperanto Wikisource
479,15004.0833,0.0728,60246.1667,0.0504,0.0000,1978.5604,7.5833,1.5000,0.8333,0.0588,0.0833,0.0000,475.5000,0.0045,0.0053,0.0002,0.0061,0.0016,0.9558,0.0000,3691,21097,5.7158,left-to-right,eowikiquote,wikiquote,eo,Esperanto,eo.wikiquote.org,Esperanto Wikiquote
480,14069.6667,0.1504,54608.2500,0.0898,0.0012,927.6703,15.1667,1.5833,2.8333,0.0902,0.5000,0.0000,116.9167,0.0552,0.0798,0.3172,0.3286,0.0556,0.8185,0.0000,775,9629,12.4245,left-to-right,rmywiki,wikipedia,rmy,Vlax Romani,rmy.wikipedia.org,Romani Wikipedia
481,37670.8333,0.3630,130804.5000,0.1925,0.0026,3139.2361,12.0000,0.5833,1.5000,0.0440,0.2500,0.0000,74.6667,0.0143,0.0960,0.0145,0.1395,0.1752,0.7824,0.0000,6466,28819,4.4570,left-to-right,ganwiki,wikipedia,gan,Gan Chinese,gan.wikipedia.org,Gan Chinese Wikipedia
482,26280.0833,0.1526,118779.9167,0.0606,0.0006,3217.9694,8.1667,0.8333,1.1667,0.0959,0.5000,0.0000,56.0000,0.0575,0.0714,0.0893,0.3036,0.0491,0.7890,0.0000,1684,10792,6.4086,left-to-right,tpiwiki,wikipedia,tpi,Tok Pisin,tpi.wikipedia.org,Tok Pisin Wikipedia
483,16849.5000,0.3516,46315.6667,0.2529,0.0000,853.1392,19.7500,1.2500,5.6667,0.0921,0.3333,0.0435,189.1667,0.0004,0.0216,0.0018,0.3850,0.1189,0.8623,0.0000,176,4394,24.9659,left-to-right,jawikiversity,wikiversity,ja,Japanese,ja.wikiversity.org,Japanese Wikiversity
484,20261.2500,0.1266,66110.4167,0.2052,0.0020,1787.7574,11.3333,1.0000,2.2500,0.1538,0.5000,0.0000,55.0833,0.0571,0.1710,0.1377,0.3525,0.0787,0.7248,0.0000,823,5863,7.1239,left-to-right,stwiki,wikipedia,st,Southern Sotho,st.wikipedia.org,Southern Sotho Wikipedia
485,18065.4167,0.3272,46049.4167,0.2547,0.0000,2281.9474,7.9167,1.0833,2.1667,0.3333,0.0833,0.0000,51.0833,0.3058,0.0669,0.0962,0.0995,0.0571,0.8489,0.0000,1524,45409,29.7959,left-to-right,svwikivoyage,wikivoyage,sv,Swedish,sv.wikivoyage.org,Swedish Wikivoyage
486,38542.0000,0.6482,107992.0833,0.6814,0.0000,7115.4462,5.4167,0.5000,0.5000,0.0238,0.0000,0.0000,32.4167,0.0000,0.1260,0.0103,0.2159,0.0694,0.7241,0.0000,6502,38538,5.9271,left-to-right,hrwikisource,wikisource,hr,Croatian,hr.wikisource.org,Croatian Wikisource
487,18537.5000,0.1648,54228.5833,0.1450,0.0015,2746.2963,6.7500,1.0000,1.4167,0.0435,0.5000,0.2500,116.4167,0.0014,0.0544,0.0573,0.1532,0.0408,0.8639,0.0000,637,4146,6.5086,left-to-right,vewiki,wikipedia,ve,Venda,ve.wikipedia.org,Venda Wikipedia
488,13701.3333,0.2849,29340.5000,0.2364,0.0000,2989.3818,4.5833,1.3333,0.3333,0.0000,0.0000,0.0000,91.3333,0.0009,0.0027,0.0000,0.0265,0.0119,0.8783,0.0000,341,11363,33.3226,left-to-right,nowikiquote,wikiquote,no,Norwegian,no.wikiquote.org,Norwegian Bokmål Wikiquote
489,21863.0833,0.1707,115467.5000,0.0702,0.0008,2132.9837,10.2500,0.8333,1.3333,0.0833,0.0833,0.0000,54.1667,0.0076,0.1000,0.0754,0.2154,0.0492,0.7546,0.0000,3149,35105,11.1480,left-to-right,cbk_zamwiki,wikipedia,cbk-zam,Chavacano,cbk-zam.wikipedia.org,Chavacano de Zamboanga Wikipedia
490,31105.0833,0.4975,74046.1667,0.3329,0.0000,5742.4769,5.4167,0.5833,0.4167,0.0204,0.3333,0.0000,28.0000,0.0000,0.1101,0.0030,0.3780,0.0417,0.7089,0.0000,4159,29182,7.0166,left-to-right,bswikiquote,wikiquote,bs,Bosnian,bs.wikiquote.org,Bosnian Wikiquote
491,21570.7500,0.1155,88631.5833,0.0695,0.0018,2588.4900,8.3333,0.8333,0.9167,0.1594,0.2500,0.0000,48.5000,0.1745,0.3866,0.1924,0.1254,0.0636,0.7858,0.0000,1645,18316,11.1343,left-to-right,wowiki,wikipedia,wo,Wolof,wo.wikipedia.org,Wolof Wikipedia
492,13426.4167,0.1774,68801.4167,0.1346,0.0077,1579.5784,8.5000,1.3333,1.0833,0.1639,0.0833,0.0000,37.3333,0.0154,0.2165,0.1652,0.1250,0.0714,0.7479,0.0000,1780,20457,11.4927,right-to-left,arcwiki,wikipedia,arc,Aramaic,arc.wikipedia.org,Aramaic Wikipedia
493,23082.4167,0.7663,42904.6667,0.6183,0.0000,2473.1161,9.3333,0.7500,1.1667,0.1594,0.2500,0.0000,72.8333,0.0023,0.0641,0.0092,0.0435,0.0240,0.8257,0.0000,219,5137,23.4566,left-to-right,hiwikiquote,wikiquote,hi,Hindi,hi.wikiquote.org,Hindi Wikiquote
494,10346.2500,0.2291,82217.4167,0.0917,0.0000,1478.0357,7.0000,1.6667,1.5000,0.0000,0.0833,0.0000,1724.5833,0.6530,0.0003,0.0001,0.0019,0.0040,0.9698,0.0000,42442,105870,2.4945,left-to-right,astwiktionary,wiktionary,ast,Asturian,ast.wiktionary.org,Asturian Wiktionary
495,25813.5833,0.1206,94481.2500,0.0692,0.0004,3007.4078,8.5833,0.6667,1.8333,0.1370,0.1667,0.0000,95.9167,0.0336,0.1303,0.0434,0.7003,0.0443,0.8785,0.0000,892,9874,11.0695,left-to-right,pihwiki,wikipedia,pih,Norfuk-Pitkern,pih.wikipedia.org,Norfuk / Pitkern Wikipedia
496,24560.9167,0.0906,114768.6667,0.0576,0.0006,3982.8514,6.1667,0.6667,0.8333,0.0926,0.1667,0.0000,44.4167,0.1698,0.0938,0.3152,0.3621,0.0488,0.7757,0.0000,1276,17033,13.3487,left-to-right,jbowiki,wikipedia,jbo,Lojban,jbo.wikipedia.org,Lojban Wikipedia
497,2502.8333,0.1573,12212.7500,0.1068,0.0000,152.4569,16.4167,6.5000,2.0833,0.2602,2.3333,0.0000,584.2500,0.0004,0.0578,0.0220,0.0076,0.0081,0.9011,0.0000,904,8195,9.0653,left-to-right,hawiktionary,wiktionary,ha,Hausa,ha.wiktionary.org,Hausa Wiktionary
498,10660.5833,0.2728,36875.9167,0.2031,0.0000,1752.4247,6.0833,1.4167,1.5833,0.0750,0.0000,0.0000,1340.2500,0.9669,0.0010,0.0001,0.0284,0.0078,0.9674,0.0000,1741250,1185225,0.6807,left-to-right,mgwiktionary,wiktionary,mg,Malagasy,mg.wiktionary.org,Malagasy Wiktionary
499,16385.1667,0.1317,49135.8333,0.1008,0.0018,1986.0808,8.2500,0.9167,1.6667,0.1467,0.0000,0.0000,68.4167,0.0036,0.0670,0.1084,0.0682,0.0219,0.7944,0.0000,361,3700,10.2493,left-to-right,ffwiki,wikipedia,ff,Fulah,ff.wikipedia.org,Fulah Wikipedia
500,12504.7500,0.1568,130044.9167,0.0668,0.0000,1807.9157,6.9167,1.1667,1.1667,0.0370,0.0000,0.0000,290.0833,0.0000,0.0055,0.0040,0.0233,0.0155,0.9557,0.0000,33501,105569,3.1512,left-to-right,lawiktionary,wiktionary,la,Latin,la.wiktionary.org,Latin Wiktionary
501,21818.1667,0.3312,48793.3333,0.2800,0.0000,3400.2338,6.4167,0.6667,1.3333,0.0417,0.0833,0.0000,64.8333,0.0000,0.2147,0.0051,0.5308,0.0154,0.8118,0.0000,1272,23776,18.6918,left-to-right,kowikibooks,wikibooks,ko,Korean,ko.wikibooks.org,Korean Wikibooks
502,15729.4167,0.2067,55923.4167,0.1574,0.0000,3775.0600,4.1667,0.9167,0.2500,0.0400,0.0000,0.0000,31.6667,0.0052,0.0684,0.0342,0.1105,0.0105,0.7595,0.0000,2901,15294,5.2720,left-to-right,slwikiquote,wikiquote,sl,Slovenian,sl.wikiquote.org,Slovenian Wikiquote
503,12280.6667,0.1283,43951.8333,0.0720,0.0004,1842.1000,6.6667,1.1667,1.5000,0.0943,0.0000,0.0000,123.4167,0.0133,0.0149,0.0513,0.0419,0.0108,0.8886,0.0000,403,5697,14.1365,left-to-right,ikwiki,wikipedia,ik,Inupiaq,ik.wikipedia.org,Inupiaq Wikipedia
504,28436.8333,0.3933,76319.4167,0.3756,0.0038,3313.0291,8.5833,0.5000,1.7500,0.2024,0.2500,0.0000,38.6667,0.0000,0.2004,0.1250,0.3728,0.1185,0.7304,0.0000,722,6052,8.3823,left-to-right,tnwiki,wikipedia,tn,Tswana,tn.wikipedia.org,Tswana Wikipedia
505,9465.0000,0.0915,48173.4167,0.0578,0.0000,1262.0000,7.5000,1.5000,0.7500,0.0556,0.4167,0.0000,215.2500,0.1282,0.0124,0.0035,0.0046,0.0027,0.9018,0.0000,895,12545,14.0168,left-to-right,eowikinews,wikinews,eo,Esperanto,eo.wikinews.org,Esperanto Wikinews
506,13085.3333,0.1672,59527.0000,0.0810,0.0006,1330.7119,9.8333,1.0833,0.6667,0.0448,0.0833,0.0000,99.9167,0.0008,0.0167,0.0250,0.0517,0.0075,0.8796,0.0000,10297,30719,2.9833,left-to-right,mrjwiki,wikipedia,mrj,Western Mari,mrj.wikipedia.org,Western Mari Wikipedia
507,20992.5833,0.1712,65275.0833,0.1181,0.0005,2544.5556,8.2500,0.6667,1.2500,0.0909,0.0000,0.0000,33.2500,0.0000,0.1779,0.1203,0.2130,0.0351,0.6889,0.0000,543,5137,9.4604,left-to-right,sswiki,wikipedia,ss,Swati,ss.wikipedia.org,Swati Wikipedia
508,11673.5833,0.1694,38235.2500,0.1071,0.0004,1321.5377,8.8333,1.1667,1.5000,0.1184,0.6667,0.0000,87.2500,0.0141,0.0573,0.7287,0.1089,0.0153,0.8379,0.0000,623,4563,7.3242,left-to-right,rnwiki,wikipedia,rn,Rundi,rn.wikipedia.org,Rundi Wikipedia
509,20203.1667,0.6002,37724.5000,0.5535,0.0000,3189.9737,6.3333,0.6667,0.5000,0.1795,0.0000,0.0000,74.7500,0.0011,0.0401,0.0100,0.0167,0.0301,0.8265,0.0000,318,5531,17.3931,left-to-right,hiwikiversity,wikiversity,hi,Hindi,hi.wikiversity.org,Hindi Wikiversity
510,15905.0000,0.1785,80933.8333,0.0854,0.0023,1751.0092,9.0833,0.8333,1.7500,0.1333,0.1667,0.0000,53.4167,0.0077,0.1498,0.0640,0.2886,0.0998,0.7692,0.0000,1015,12267,12.0857,left-to-right,chrwiki,wikipedia,chr,Cherokee,chr.wikipedia.org,Cherokee Wikipedia
511,5270.9167,0.4453,20018.0833,0.2609,0.0000,1090.5345,4.8333,2.5000,0.2500,0.0000,0.1667,0.0000,219.4167,0.0911,0.0019,0.0000,0.0030,0.0065,0.8952,0.0000,11995,43295,3.6094,left-to-right,napwikisource,wikisource,nap,Neapolitan,nap.wikisource.org,Neapolitan Wikisource
512,39092.2500,0.4543,71898.3333,0.4076,0.0000,2913.7081,13.4167,0.3333,3.5833,0.1148,0.0000,0.0000,47.5000,0.0000,0.0737,0.0035,0.2000,0.0754,0.7239,0.0000,1269,25379,19.9992,left-to-right,huwikiquote,wikiquote,hu,Hungarian,hu.wikiquote.org,Hungarian Wikiquote
513,17346.2500,0.4119,60751.6667,0.3331,0.0000,3588.8793,4.8333,0.7500,0.5000,0.0333,0.0000,0.0000,993.5833,0.0001,0.0003,0.0000,0.0021,0.0016,0.9621,0.0000,23167,99435,4.2921,left-to-right,slwiktionary,wiktionary,sl,Slovenian,sl.wiktionary.org,Slovenian Wiktionary
514,10360.8333,0.1556,38405.5833,0.0940,0.0006,1230.9901,8.4167,1.2500,1.8333,0.1013,0.8333,0.0000,120.5833,0.0014,0.0276,0.3829,0.2267,0.2674,0.8278,0.0000,539,5401,10.0204,left-to-right,chwiki,wikipedia,ch,Chamorro,ch.wikipedia.org,Chamorro Wikipedia
515,24988.5833,0.3769,79774.7500,0.1904,0.0005,3486.7791,7.1667,0.5000,1.0000,0.0656,0.0833,0.0000,31.1667,0.0053,0.1230,0.1203,0.4947,0.0936,0.7421,0.0000,2050,13672,6.6693,left-to-right,krcwiki,wikipedia,krc,Karachay-Balkar,krc.wikipedia.org,Karachay-Balkar Wikipedia
516,12483.5000,0.2106,47845.4167,0.1208,0.0019,1325.6814,9.4167,1.0000,1.0833,0.0563,0.0833,0.0000,53.3333,0.0139,0.0859,0.0703,0.1359,0.0531,0.8000,0.0000,1593,11572,7.2643,left-to-right,kbdwiki,wikipedia,kbd,Kabardian,kbd.wikipedia.org,Kabardian Wikipedia
517,5910.1667,0.1025,22518.5833,0.1014,0.0000,1866.3684,3.1667,2.0833,0.0000,0.0000,0.0000,0.0000,76.4167,0.0000,0.0033,0.5376,0.1712,0.0153,0.7800,0.0000,4055,19105,4.7115,left-to-right,pmswikisource,wikisource,pms,Piedmontese,pms.wikisource.org,Piedmontese Wikisource
518,23940.0833,0.0882,96914.5833,0.0539,0.0007,2789.1359,8.5833,0.5000,1.9167,0.0759,0.0833,0.0000,38.3333,0.0150,0.2109,0.0870,0.2652,0.0630,0.7302,0.0000,810,12001,14.8160,left-to-right,klwiki,wikipedia,kl,Kalaallisut,kl.wikipedia.org,Kalaallisut Wikipedia
519,9195.5000,0.0977,39105.4167,0.0642,0.0000,2398.8261,3.8333,1.2500,1.3333,0.0000,0.0833,0.0000,3223.9167,0.0000,0.0002,0.0001,0.0002,0.0012,0.9517,0.0000,116157,303188,2.6102,left-to-right,liwiktionary,wiktionary,li,Limburgish,li.wiktionary.org,Limburgish Wiktionary
520,9764.5833,0.1008,96152.0000,0.0646,0.0000,2343.5000,4.1667,1.1667,0.6667,0.0400,0.0000,0.0000,48.4167,0.0000,0.0275,0.0000,0.0344,0.0069,0.8277,0.0000,24729,44455,1.7977,left-to-right,cywiktionary,wiktionary,cy,Welsh,cy.wiktionary.org,Welsh Wiktionary
521,16627.5000,0.5436,34994.3333,0.4475,0.0000,6046.3636,2.7500,0.6667,0.4167,0.0000,0.1667,0.0000,42.8333,0.0000,0.0233,0.0156,0.0623,0.0525,0.7792,0.0000,322,8028,24.9317,left-to-right,bgwikibooks,wikibooks,bg,Bulgarian,bg.wikibooks.org,Bulgarian Wikibooks
522,4684.5000,0.0821,24014.4167,0.0699,0.0000,878.3438,5.3333,2.3333,0.6667,0.0000,0.0000,0.0000,440.6667,0.0000,0.0000,0.0000,0.0017,0.0021,0.8853,0.0000,8846,117997,13.3390,left-to-right,brwikisource,wikisource,br,Breton,br.wikisource.org,Breton Wikisource
523,14556.1667,0.6557,31800.0833,0.5483,0.0000,4062.1860,3.5833,0.7500,0.8333,0.1053,0.2500,0.0000,74.1667,0.0347,0.1303,0.0090,0.0124,0.1640,0.8133,0.0000,315,4824,15.3143,left-to-right,sqwikiquote,wikiquote,sq,Albanian,sq.wikiquote.org,Albanian Wikiquote
524,9319.8333,0.1785,24286.0000,0.1328,0.0000,2150.7308,4.3333,1.1667,1.0833,0.0417,0.1667,0.0000,384.6667,0.0000,0.0067,0.0002,0.0048,0.0266,0.9406,0.0000,925,29680,32.0865,left-to-right,nowikibooks,wikibooks,no,Norwegian,no.wikibooks.org,Norwegian Wikibooks
525,18546.5833,0.1232,59311.5833,0.1096,0.0016,1886.0932,9.8333,0.5833,1.5833,0.1579,0.2500,0.0000,79.5833,0.0000,0.0974,0.0555,0.1246,0.0618,0.8449,0.0000,720,6766,9.3972,left-to-right,bmwiki,wikipedia,bm,Bambara,bm.wikipedia.org,Bambara Wikipedia
526,3779.9167,0.2841,13225.6667,0.1578,0.0000,697.8308,5.4167,2.8333,0.3333,0.0690,0.2500,0.0000,297.3333,0.0003,0.0036,0.0252,0.0286,0.0048,0.8066,0.0000,2303,7111,3.0877,left-to-right,suwiktionary,wiktionary,su,Sundanese,su.wiktionary.org,Sundanese Wiktionary
527,12778.5833,0.7938,27468.4167,0.6768,0.0000,4646.7576,2.7500,0.8333,0.3333,0.0800,0.1667,0.0000,93.6667,0.0000,0.0267,0.0053,0.0454,0.0142,0.8531,0.0000,113,3105,27.4779,left-to-right,mrwikibooks,wikibooks,mr,Marathi,mr.wikibooks.org,Marathi Wikibooks
528,15883.5833,0.5974,43307.5000,0.3475,0.0111,2507.9342,6.3333,0.6667,0.8333,0.1373,0.0833,0.0000,20.0000,0.0244,0.1500,0.0667,0.1417,0.0292,0.6474,0.0000,2439,19566,8.0221,left-to-right,awawiki,wikipedia,awa,Awadhi,awa.wikipedia.org,Awadhi Wikipedia
529,12503.4167,0.1307,104176.2500,0.0418,0.0000,2586.9138,4.8333,0.8333,0.5000,0.0303,0.0000,0.0000,37.0000,0.0045,0.0248,0.0023,0.1306,0.0248,0.7599,0.0000,54537,33966,0.6228,left-to-right,euwiktionary,wiktionary,eu,Basque,eu.wiktionary.org,Basque Wiktionary
530,8249.3333,0.7755,19349.9167,0.6197,0.0000,2749.7778,3.0000,1.2500,0.2500,0.0000,0.0000,0.0000,137.0833,0.0167,0.0049,0.0036,0.0371,0.0097,0.8866,0.0000,142,12934,91.0845,left-to-right,tewikibooks,wikibooks,te,Telugu,te.wikibooks.org,Telugu Wikibooks
531,4241.6667,0.1322,20190.9167,0.1202,0.0000,771.2121,5.5000,2.4167,0.9167,0.0000,0.0833,0.0000,848.3333,0.0000,0.0132,0.0000,0.0004,0.0070,0.9441,0.0000,1849,14723,7.9627,left-to-right,cywikisource,wikisource,cy,Welsh,cy.wikisource.org,Welsh Wikisource
